Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
137.34,2992.0,,,,,,,,,,
190.05,4445.0,,,,,,,,,,
180.6,5774.0,,,,,,,,,,
179.06,7161.0,,,,,,,,,,
165.48,8491.0,,,,,,,,,,
182.56,9836.0,,,,,,,,,,
175.77,11200.0,,,,,,,,,,
175.35,12544.0,,,,,,,,,,
161.42,13989.0,,,,,,,,,,
166.81,15371.0,,,,,,,,,,
206.08,16727.0,,,,,,,,,,
212.73,17941.0,,,,,,,,,,
209.44,19041.0,,,,,,,,,,
222.53,20310.0,,,,,,,,,,
202.93,21438.0,,,,,,,,,,
234.22,22505.0,,,,,,,,,,
228.41,23686.0,,,,,,,,,,
227.15,24750.0,,,,,,,,,,
202.72,25906.0,,,,,,,,,,
228.69,27031.0,,,,,,,,,,
257.32,28229.0,,,,,,,,,,
269.71,29289.0,,,,,,,,,,
257.74,30211.0,,,,,,,,,,
246.89,31173.0,,,,,,,,,,
244.58,32235.0,,,,,,,,,,
258.93,33202.0,,,,,,,,,,
278.18,34152.0,,,,,,,,,,
255.99,35156.0,,,,,,,,,,
262.99,36146.0,,,,,,,,,,
254.31,37076.0,,,,,,,,,,
255.57,38097.0,,,,,,,,,,
259.7,39045.0,,,,,,,,,,
266.91,39997.0,,,,,,,,,,
259.21,40946.0,,,,,,,,,,
228.97,42002.0,,,,,,,,,,
226.73,43114.0,,,,,,,,,,
236.81,44249.0,,,,,,,,,,
220.43,45424.0,,,,,,,,,,
206.71,46548.0,,,,,,,,,,
208.39,47656.0,,,,,,,,,,
221.27,48773.0,,,,,,,,,,
210.42,49904.0,,,,,,,,,,
160.02,51102.0,,,,,,,,,,
173.04,52570.0,,,,,,,,,,
175.28,54031.0,,,,,,,,,,
168.56,55493.0,,,,,,,,,,
164.99,57010.0,,,,,,,,,,
152.95,58419.0,,,,,,,,,,
154.63,59858.0,,,,,,,,,,
