Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
213.22,2637.0,,,,,,,,,,
231.98,4060.0,,,,,,,,,,
236.32,5370.0,,,,,,,,,,
217.98,6688.0,,,,,,,,,,
213.36,8149.0,,,,,,,,,,
222.95,9415.0,,,,,,,,,,
213.99,10726.0,,,,,,,,,,
218.33,12041.0,,,,,,,,,,
214.34,13381.0,,,,,,,,,,
224.98,14767.0,,,,,,,,,,
245.63,16148.0,,,,,,,,,,
250.32,17452.0,,,,,,,,,,
242.62,18737.0,,,,,,,,,,
247.1,20061.0,,,,,,,,,,
214.13,21374.0,,,,,,,,,,
232.33,22669.0,,,,,,,,,,
240.73,24008.0,,,,,,,,,,
258.23,25355.0,,,,,,,,,,
242.9,26660.0,,,,,,,,,,
243.95,27937.0,,,,,,,,,,
241.01,29297.0,,,,,,,,,,
247.24,30659.0,,,,,,,,,,
227.71,31943.0,,,,,,,,,,
191.87,33192.0,,,,,,,,,,
202.37,34551.0,,,,,,,,,,
220.43,35902.0,,,,,,,,,,
251.86,37253.0,,,,,,,,,,
224.07,38573.0,,,,,,,,,,
210.77,39894.0,,,,,,,,,,
254.31,41219.0,,,,,,,,,,
209.44,42587.0,,,,,,,,,,
217.49,43905.0,,,,,,,,,,
222.11,45244.0,,,,,,,,,,
215.74,46588.0,,,,,,,,,,
211.96,47987.0,,,,,,,,,,
205.8,49357.0,,,,,,,,,,
220.15,50713.0,,,,,,,,,,
202.3,52120.0,,,,,,,,,,
216.93,53536.0,,,,,,,,,,
237.09,54832.0,,,,,,,,,,
239.61,56164.0,,,,,,,,,,
206.01,57493.0,,,,,,,,,,
246.12,58884.0,,,,,,,,,,
199.78,60245.0,,,,,,,,,,
189.42,61665.0,,,,,,,,,,
229.81,63032.0,,,,,,,,,,
236.46,64332.0,,,,,,,,,,
206.99,65719.0,,,,,,,,,,
199.36,67086.0,,,,,,,,,,
198.24,68496.0,,,,,,,,,,
214.76,69839.0,,,,,,,,,,
