Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
124.18,1843.0,,,,,,,,,,
266.14,3246.0,,,,,,,,,,
279.65,4478.0,,,,,,,,,,
291.13,5656.0,,,,,,,,,,
299.6,6783.0,,,,,,,,,,
301.84,7966.0,,,,,,,,,,
320.25,9069.0,,,,,,,,,,
318.43,10217.0,,,,,,,,,,
347.06,11305.0,,,,,,,,,,
334.74,12371.0,,,,,,,,,,
338.59,13443.0,,,,,,,,,,
332.29,14514.0,,,,,,,,,,
322.84,15556.0,,,,,,,,,,
315.28,16672.0,,,,,,,,,,
319.62,17776.0,,,,,,,,,,
330.75,18830.0,,,,,,,,,,
322.91,19966.0,,,,,,,,,,
315.42,21061.0,,,,,,,,,,
316.89,22180.0,,,,,,,,,,
320.81,23282.0,,,,,,,,,,
328.65,24372.0,,,,,,,,,,
325.71,25449.0,,,,,,,,,,
322.49,26538.0,,,,,,,,,,
303.87,27665.0,,,,,,,,,,
327.53,28744.0,,,,,,,,,,
334.74,29793.0,,,,,,,,,,
313.04,30867.0,,,,,,,,,,
311.99,31958.0,,,,,,,,,,
315.35,33038.0,,,,,,,,,,
311.99,34157.0,,,,,,,,,,
318.5,35243.0,,,,,,,,,,
312.27,36328.0,,,,,,,,,,
320.18,37392.0,,,,,,,,,,
319.41,38475.0,,,,,,,,,,
329.98,39562.0,,,,,,,,,,
332.15,40639.0,,,,,,,,,,
318.71,41733.0,,,,,,,,,,
313.32,42842.0,,,,,,,,,,
328.51,43936.0,,,,,,,,,,
316.82,45015.0,,,,,,,,,,
327.95,46081.0,,,,,,,,,,
320.25,47160.0,,,,,,,,,,
335.3,48221.0,,,,,,,,,,
330.82,49313.0,,,,,,,,,,
328.51,50424.0,,,,,,,,,,
332.22,51501.0,,,,,,,,,,
326.62,52593.0,,,,,,,,,,
