Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
208.74,1280.0,,,,,,,,,,
253.05,2320.0,,,,,,,,,,
255.01,3260.0,,,,,,,,,,
238.21,4245.0,,,,,,,,,,
246.19,5214.0,,,,,,,,,,
241.15,6167.0,,,,,,,,,,
258.65,7161.0,,,,,,,,,,
250.11,8127.0,,,,,,,,,,
237.86,9075.0,,,,,,,,,,
231.07,10030.0,,,,,,,,,,
259.77,10992.0,,,,,,,,,,
240.52,11945.0,,,,,,,,,,
241.15,12910.0,,,,,,,,,,
249.41,13867.0,,,,,,,,,,
234.15,14830.0,,,,,,,,,,
245.84,15791.0,,,,,,,,,,
237.93,16733.0,,,,,,,,,,
259.35,17690.0,,,,,,,,,,
231.77,18639.0,,,,,,,,,,
242.06,19570.0,,,,,,,,,,
253.75,20507.0,,,,,,,,,,
260.47,21439.0,,,,,,,,,,
246.82,22358.0,,,,,,,,,,
256.48,23275.0,,,,,,,,,,
243.32,24198.0,,,,,,,,,,
261.73,25135.0,,,,,,,,,,
252.84,26066.0,,,,,,,,,,
249.13,27017.0,,,,,,,,,,
236.74,27957.0,,,,,,,,,,
247.24,28904.0,,,,,,,,,,
256.48,29823.0,,,,,,,,,,
251.09,30776.0,,,,,,,,,,
229.04,31718.0,,,,,,,,,,
232.26,32672.0,,,,,,,,,,
232.54,33617.0,,,,,,,,,,
258.51,34555.0,,,,,,,,,,
250.25,35485.0,,,,,,,,,,
252.07,36410.0,,,,,,,,,,
233.03,37255.0,,,,,,,,,,
269.92,38256.0,,,,,,,,,,
263.55,39177.0,,,,,,,,,,
237.44,40125.0,,,,,,,,,,
243.25,41009.0,,,,,,,,,,
233.59,41953.0,,,,,,,,,,
