Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
217.28,2262.0,,,,,,,,,,
229.53,3388.0,,,,,,,,,,
194.81,4469.0,,,,,,,,,,
190.05,5552.0,,,,,,,,,,
220.29,6702.0,,,,,,,,,,
216.09,7804.0,,,,,,,,,,
238.84,8893.0,,,,,,,,,,
218.19,9965.0,,,,,,,,,,
207.48,11078.0,,,,,,,,,,
205.03,12157.0,,,,,,,,,,
222.95,13293.0,,,,,,,,,,
225.12,14414.0,,,,,,,,,,
229.04,15468.0,,,,,,,,,,
235.69,16597.0,,,,,,,,,,
232.4,17691.0,,,,,,,,,,
238.7,18796.0,,,,,,,,,,
217.77,19864.0,,,,,,,,,,
226.45,20907.0,,,,,,,,,,
209.72,21984.0,,,,,,,,,,
226.94,23067.0,,,,,,,,,,
232.68,24179.0,,,,,,,,,,
224.63,25232.0,,,,,,,,,,
216.51,26287.0,,,,,,,,,,
222.18,27365.0,,,,,,,,,,
232.82,28450.0,,,,,,,,,,
241.01,29499.0,,,,,,,,,,
226.52,30561.0,,,,,,,,,,
229.39,31642.0,,,,,,,,,,
235.2,32698.0,,,,,,,,,,
224.07,33757.0,,,,,,,,,,
240.66,34811.0,,,,,,,,,,
238.84,35885.0,,,,,,,,,,
233.94,36920.0,,,,,,,,,,
233.59,38012.0,,,,,,,,,,
220.01,39107.0,,,,,,,,,,
232.96,40160.0,,,,,,,,,,
227.71,41214.0,,,,,,,,,,
241.57,42274.0,,,,,,,,,,
235.06,43309.0,,,,,,,,,,
246.75,44349.0,,,,,,,,,,
234.99,45379.0,,,,,,,,,,
227.99,46424.0,,,,,,,,,,
224.49,47460.0,,,,,,,,,,
218.26,48539.0,,,,,,,,,,
203.91,49589.0,,,,,,,,,,
228.55,50627.0,,,,,,,,,,
239.05,51743.0,,,,,,,,,,
