Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
341.74,2588.0,,,,,,,,,,
365.4,3659.0,,,,,,,,,,
368.48,4682.0,,,,,,,,,,
360.15,5721.0,,,,,,,,,,
356.23,6748.0,,,,,,,,,,
368.34,7762.0,,,,,,,,,,
364.21,8782.0,,,,,,,,,,
376.18,9780.0,,,,,,,,,,
374.15,10804.0,,,,,,,,,,
371.28,11824.0,,,,,,,,,,
354.41,12837.0,,,,,,,,,,
357.21,13866.0,,,,,,,,,,
364.0,14888.0,,,,,,,,,,
364.7,15910.0,,,,,,,,,,
373.52,16925.0,,,,,,,,,,
361.69,17948.0,,,,,,,,,,
369.46,18981.0,,,,,,,,,,
367.15,19974.0,,,,,,,,,,
358.54,21011.0,,,,,,,,,,
372.47,22025.0,,,,,,,,,,
347.97,23038.0,,,,,,,,,,
359.17,24106.0,,,,,,,,,,
354.9,25143.0,,,,,,,,,,
356.51,26170.0,,,,,,,,,,
348.74,27187.0,,,,,,,,,,
357.98,28234.0,,,,,,,,,,
359.17,29266.0,,,,,,,,,,
349.37,30312.0,,,,,,,,,,
340.41,31343.0,,,,,,,,,,
358.54,32389.0,,,,,,,,,,
341.18,33416.0,,,,,,,,,,
356.79,34475.0,,,,,,,,,,
349.65,35514.0,,,,,,,,,,
354.27,36551.0,,,,,,,,,,
346.64,37599.0,,,,,,,,,,
339.08,38607.0,,,,,,,,,,
354.2,39657.0,,,,,,,,,,
357.35,40697.0,,,,,,,,,,
349.09,41757.0,,,,,,,,,,
