Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
144.69,1963.0,,,,,,,,,,
181.37,3383.0,,,,,,,,,,
214.27,4686.0,,,,,,,,,,
192.15,5932.0,,,,,,,,,,
211.4,7284.0,,,,,,,,,,
192.22,8582.0,,,,,,,,,,
192.29,9937.0,,,,,,,,,,
202.37,11199.0,,,,,,,,,,
184.87,12527.0,,,,,,,,,,
211.26,13809.0,,,,,,,,,,
203.98,15124.0,,,,,,,,,,
186.83,16414.0,,,,,,,,,,
206.22,17760.0,,,,,,,,,,
190.26,19092.0,,,,,,,,,,
200.06,20364.0,,,,,,,,,,
204.75,21716.0,,,,,,,,,,
169.26,23057.0,,,,,,,,,,
197.61,24446.0,,,,,,,,,,
176.4,25804.0,,,,,,,,,,
187.53,27178.0,,,,,,,,,,
176.68,28579.0,,,,,,,,,,
167.3,29960.0,,,,,,,,,,
197.68,31324.0,,,,,,,,,,
197.75,32606.0,,,,,,,,,,
172.34,33880.0,,,,,,,,,,
180.53,35193.0,,,,,,,,,,
176.89,36475.0,,,,,,,,,,
215.67,37792.0,,,,,,,,,,
200.2,39055.0,,,,,,,,,,
191.45,40378.0,,,,,,,,,,
188.02,41706.0,,,,,,,,,,
201.25,42991.0,,,,,,,,,,
227.85,44294.0,,,,,,,,,,
187.25,45565.0,,,,,,,,,,
194.11,46857.0,,,,,,,,,,
215.6,48191.0,,,,,,,,,,
211.33,49474.0,,,,,,,,,,
238.91,50764.0,,,,,,,,,,
200.97,52090.0,,,,,,,,,,
206.01,53360.0,,,,,,,,,,
210.42,54597.0,,,,,,,,,,
182.77,55931.0,,,,,,,,,,
218.54,57258.0,,,,,,,,,,
204.75,58603.0,,,,,,,,,,
213.01,59947.0,,,,,,,,,,
172.27,61267.0,,,,,,,,,,
216.86,62612.0,,,,,,,,,,
177.8,63920.0,,,,,,,,,,
205.52,65259.0,,,,,,,,,,
173.25,66504.0,,,,,,,,,,
180.25,67789.0,,,,,,,,,,
189.56,69138.0,,,,,,,,,,
207.55,70442.0,,,,,,,,,,
