Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
256.55,2848.0,,,,,,,,,,
263.2,4123.0,,,,,,,,,,
278.32,5380.0,,,,,,,,,,
288.54,6558.0,,,,,,,,,,
280.07,7734.0,,,,,,,,,,
269.36,8952.0,,,,,,,,,,
284.48,10133.0,,,,,,,,,,
278.88,11357.0,,,,,,,,,,
295.82,12565.0,,,,,,,,,,
270.97,13778.0,,,,,,,,,,
287.63,14978.0,,,,,,,,,,
285.11,16169.0,,,,,,,,,,
284.76,17337.0,,,,,,,,,,
289.45,18563.0,,,,,,,,,,
273.77,19765.0,,,,,,,,,,
284.41,20968.0,,,,,,,,,,
279.72,22184.0,,,,,,,,,,
281.05,23343.0,,,,,,,,,,
285.32,24571.0,,,,,,,,,,
306.11,25788.0,,,,,,,,,,
293.93,26992.0,,,,,,,,,,
272.72,28175.0,,,,,,,,,,
281.05,29353.0,,,,,,,,,,
284.55,30576.0,,,,,,,,,,
276.78,31776.0,,,,,,,,,,
269.57,32967.0,,,,,,,,,,
285.53,34193.0,,,,,,,,,,
277.55,35420.0,,,,,,,,,,
288.12,36616.0,,,,,,,,,,
290.78,37827.0,,,,,,,,,,
271.18,39071.0,,,,,,,,,,
293.16,40258.0,,,,,,,,,,
307.37,41459.0,,,,,,,,,,
282.31,42650.0,,,,,,,,,,
275.24,43838.0,,,,,,,,,,
283.5,45064.0,,,,,,,,,,
302.82,46244.0,,,,,,,,,,
284.27,47426.0,,,,,,,,,,
295.82,48616.0,,,,,,,,,,
295.47,49798.0,,,,,,,,,,
305.97,50987.0,,,,,,,,,,
303.52,52164.0,,,,,,,,,,
273.0,53361.0,,,,,,,,,,
284.41,54560.0,,,,,,,,,,
286.23,55804.0,,,,,,,,,,
284.06,57009.0,,,,,,,,,,
280.07,58239.0,,,,,,,,,,
