Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
287.7,2704.0,,,,,,,,,,
257.81,3626.0,,,,,,,,,,
276.78,4666.0,,,,,,,,,,
272.09,5548.0,,,,,,,,,,
288.82,6561.0,,,,,,,,,,
258.51,7551.0,,,,,,,,,,
266.42,8500.0,,,,,,,,,,
271.6,9461.0,,,,,,,,,,
257.39,10431.0,,,,,,,,,,
272.37,11380.0,,,,,,,,,,
259.63,12344.0,,,,,,,,,,
281.05,13348.0,,,,,,,,,,
258.3,14335.0,,,,,,,,,,
279.79,15309.0,,,,,,,,,,
260.47,16291.0,,,,,,,,,,
252.7,17280.0,,,,,,,,,,
245.63,18268.0,,,,,,,,,,
257.04,19273.0,,,,,,,,,,
255.01,20249.0,,,,,,,,,,
238.56,21152.0,,,,,,,,,,
247.8,22209.0,,,,,,,,,,
259.0,23189.0,,,,,,,,,,
250.39,24189.0,,,,,,,,,,
244.79,25196.0,,,,,,,,,,
263.69,26153.0,,,,,,,,,,
245.77,27160.0,,,,,,,,,,
241.71,28155.0,,,,,,,,,,
262.08,29137.0,,,,,,,,,,
255.64,30122.0,,,,,,,,,,
263.13,31056.0,,,,,,,,,,
260.89,32094.0,,,,,,,,,,
256.13,33101.0,,,,,,,,,,
258.23,34079.0,,,,,,,,,,
259.14,35077.0,,,,,,,,,,
266.07,36049.0,,,,,,,,,,
269.99,36998.0,,,,,,,,,,
247.45,37996.0,,,,,,,,,,
259.91,38982.0,,,,,,,,,,
280.84,39972.0,,,,,,,,,,
255.29,40938.0,,,,,,,,,,
260.54,41929.0,,,,,,,,,,
245.42,42831.0,,,,,,,,,,
