Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
98.91,2071.0,,,,,,,,,,
253.89,3262.0,,,,,,,,,,
267.54,4437.0,,,,,,,,,,
246.89,5569.0,,,,,,,,,,
218.96,6701.0,,,,,,,,,,
213.92,7810.0,,,,,,,,,,
211.89,8940.0,,,,,,,,,,
219.38,10054.0,,,,,,,,,,
256.76,11156.0,,,,,,,,,,
253.33,12281.0,,,,,,,,,,
227.08,13401.0,,,,,,,,,,
230.16,14472.0,,,,,,,,,,
217.21,15606.0,,,,,,,,,,
209.51,16734.0,,,,,,,,,,
215.53,17763.0,,,,,,,,,,
229.46,18868.0,,,,,,,,,,
216.23,19977.0,,,,,,,,,,
250.88,21089.0,,,,,,,,,,
231.77,22204.0,,,,,,,,,,
219.24,23294.0,,,,,,,,,,
248.5,24418.0,,,,,,,,,,
220.85,25515.0,,,,,,,,,,
222.88,26691.0,,,,,,,,,,
216.79,27814.0,,,,,,,,,,
258.93,28938.0,,,,,,,,,,
227.29,30082.0,,,,,,,,,,
250.39,31221.0,,,,,,,,,,
225.89,32306.0,,,,,,,,,,
225.89,33443.0,,,,,,,,,,
219.94,34501.0,,,,,,,,,,
250.67,35614.0,,,,,,,,,,
238.98,36712.0,,,,,,,,,,
236.11,37793.0,,,,,,,,,,
229.81,38910.0,,,,,,,,,,
199.08,40053.0,,,,,,,,,,
238.07,41169.0,,,,,,,,,,
241.15,42258.0,,,,,,,,,,
232.4,43341.0,,,,,,,,,,
227.22,44461.0,,,,,,,,,,
