Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
99.33,1724.0,,,,,,,,,,
216.51,2920.0,,,,,,,,,,
206.5,4009.0,,,,,,,,,,
202.79,5091.0,,,,,,,,,,
198.45,6197.0,,,,,,,,,,
215.88,7272.0,,,,,,,,,,
194.6,8328.0,,,,,,,,,,
214.27,9401.0,,,,,,,,,,
226.59,10441.0,,,,,,,,,,
217.98,11538.0,,,,,,,,,,
197.33,12589.0,,,,,,,,,,
215.53,13653.0,,,,,,,,,,
217.14,14742.0,,,,,,,,,,
199.85,15802.0,,,,,,,,,,
214.41,16864.0,,,,,,,,,,
187.67,17915.0,,,,,,,,,,
226.73,18985.0,,,,,,,,,,
215.53,20057.0,,,,,,,,,,
208.88,21130.0,,,,,,,,,,
199.99,22178.0,,,,,,,,,,
195.44,23237.0,,,,,,,,,,
213.22,24294.0,,,,,,,,,,
217.49,25375.0,,,,,,,,,,
204.96,26439.0,,,,,,,,,,
200.41,27502.0,,,,,,,,,,
193.83,28545.0,,,,,,,,,,
201.32,29590.0,,,,,,,,,,
211.47,30640.0,,,,,,,,,,
205.03,31717.0,,,,,,,,,,
205.24,32783.0,,,,,,,,,,
203.49,33841.0,,,,,,,,,,
212.1,34905.0,,,,,,,,,,
221.55,35981.0,,,,,,,,,,
200.13,37052.0,,,,,,,,,,
203.35,38133.0,,,,,,,,,,
194.11,39203.0,,,,,,,,,,
205.45,40259.0,,,,,,,,,,
