Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
305.97,1535.0,,,,,,,,,,
325.99,2671.0,,,,,,,,,,
304.5,3787.0,,,,,,,,,,
300.23,4915.0,,,,,,,,,,
314.58,6100.0,,,,,,,,,,
330.05,7192.0,,,,,,,,,,
319.62,8307.0,,,,,,,,,,
305.34,9424.0,,,,,,,,,,
323.26,10580.0,,,,,,,,,,
349.44,11702.0,,,,,,,,,,
326.06,12801.0,,,,,,,,,,
389.06,13909.0,,,,,,,,,,
360.22,14863.0,,,,,,,,,,
379.89,15850.0,,,,,,,,,,
377.79,16872.0,,,,,,,,,,
389.76,17829.0,,,,,,,,,,
376.25,18826.0,,,,,,,,,,
400.4,19804.0,,,,,,,,,,
395.99,20749.0,,,,,,,,,,
402.5,21701.0,,,,,,,,,,
441.35,22635.0,,,,,,,,,,
433.65,23439.0,,,,,,,,,,
481.67,24221.0,,,,,,,,,,
447.51,24987.0,,,,,,,,,,
461.79,25780.0,,,,,,,,,,
450.87,26585.0,,,,,,,,,,
431.2,27375.0,,,,,,,,,,
418.88,28197.0,,,,,,,,,,
451.43,29001.0,,,,,,,,,,
430.64,29776.0,,,,,,,,,,
442.68,30602.0,,,,,,,,,,
385.35,31428.0,,,,,,,,,,
385.0,32387.0,,,,,,,,,,
390.46,33341.0,,,,,,,,,,
386.89,34315.0,,,,,,,,,,
353.43,35251.0,,,,,,,,,,
390.81,36232.0,,,,,,,,,,
354.62,37146.0,,,,,,,,,,
337.4,38118.0,,,,,,,,,,
324.73,39266.0,,,,,,,,,,
324.38,40382.0,,,,,,,,,,
336.7,41512.0,,,,,,,,,,
333.34,42625.0,,,,,,,,,,
