Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay
286.93,4052.0,,,,,,,,,,
325.71,5209.0,,,,,,,,,,
322.56,6310.0,,,,,,,,,,
326.41,7436.0,,,,,,,,,,
338.31,8548.0,,,,,,,,,,
340.06,9620.0,,,,,,,,,,
336.77,10696.0,,,,,,,,,,
329.77,11770.0,,,,,,,,,,
372.75,12809.0,,,,,,,,,,
375.34,13802.0,,,,,,,,,,
375.27,14776.0,,,,,,,,,,
377.23,15762.0,,,,,,,,,,
362.04,16745.0,,,,,,,,,,
358.89,17728.0,,,,,,,,,,
375.48,18713.0,,,,,,,,,,
366.8,19675.0,,,,,,,,,,
357.63,20662.0,,,,,,,,,,
408.31,21541.0,,,,,,,,,,
412.16,22456.0,,,,,,,,,,
394.66,23319.0,,,,,,,,,,
403.13,24153.0,,,,,,,,,,
388.15,25062.0,,,,,,,,,,
388.5,25942.0,,,,,,,,,,
412.51,26828.0,,,,,,,,,,
377.72,27715.0,,,,,,,,,,
388.71,28616.0,,,,,,,,,,
362.04,29598.0,,,,,,,,,,
365.26,30574.0,,,,,,,,,,
364.14,31549.0,,,,,,,,,,
353.43,32524.0,,,,,,,,,,
356.86,33528.0,,,,,,,,,,
361.97,34527.0,,,,,,,,,,
353.85,35545.0,,,,,,,,,,
354.13,36538.0,,,,,,,,,,
347.34,37565.0,,,,,,,,,,
330.54,38615.0,,,,,,,,,,
331.8,39694.0,,,,,,,,,,
316.75,40734.0,,,,,,,,,,
326.48,41807.0,,,,,,,,,,
337.4,42867.0,,,,,,,,,,
