TO,IC
4138,3042
5826,4786
7459,6450
9025,8010
10510,9546
11962,11013
13336,12442
14769,13848
16172,15272
17532,16652
19028,18075
20389,19525
21777,20893
23083,22244
24377,23558
25726,24860
27012,26201
28354,27515
29678,28837
31071,30212
32378,31528
33714,32858
35021,34188
36324,35458
37619,36801
38896,38078
40178,39350
41457,40629
42771,41915
44092,43267
45363,44538
46637,45828
47946,47106
49246,48419
50555,49719
51872,51036
53169,52332
54422,53607
55622,54835
56882,56081
58164,57349
59457,58617
60653,59875
61931,61102
63224,62389
64519,63696
65817,64976
67064,66257
68333,67524
69677,68828
71042,70143
