TO,IC
3179,2387
4393,3671
5672,4924
6908,6164
8168,7430
9400,8683
10652,9898
11859,11134
13084,12368
14312,13574
15499,14788
16708,15999
17903,17207
19121,18419
20322,19620
21507,20814
22669,21990
23846,23153
25021,24322
26194,25495
27376,26679
28560,27850
29704,29020
30869,30184
32040,31343
33225,32523
34412,33724
35581,34901
36774,36073
37937,37258
39106,38406
40239,39565
41396,40716
42583,41874
43762,43058
44901,44222
46035,45374
47194,46524
48362,47669
49515,48835
50659,49984
51804,51136
52933,52264
54077,53415
55223,54537
56359,55691
57508,56832
58673,57977
