TO,IC
3366,2699
4519,3857
5696,5037
6853,6198
7997,7339
9131,8491
10262,9629
11396,10755
12523,11864
13608,12982
14748,14098
15878,15247
17005,16369
18121,17480
19220,18598
20315,19696
21420,20767
22521,21894
23656,23013
24798,24124
25936,25298
27022,26396
28149,27524
29282,28631
30442,29782
31554,30927
32670,32044
33765,33155
34886,34236
35999,35363
37150,36500
38256,37644
39361,38748
40483,39856
41592,40959
42709,42067
43829,43187
44978,44337
46132,45497
47281,46631
48412,47772
49505,48888
50604,49971
51722,51079
52863,52205
54010,53362
55113,54492
56238,55595
57419,56721
