TO,IC
3754,2976
5067,4272
6384,5594
7693,6896
8987,8204
10315,9516
11619,10818
12914,12131
14121,13416
15265,14576
16377,15703
17466,16812
18574,17894
19682,19016
20780,20123
21882,21227
22970,22326
24057,23406
25099,24503
26038,25509
26958,26431
27900,27356
28851,28297
29794,29250
30723,30180
31656,31115
32611,32056
33561,33020
34511,33962
35469,34920
36502,35871
37651,36967
38773,38101
39890,39215
41062,40347
42201,41516
43425,42693
44726,43944
46052,45256
47355,46562
48683,47899
50005,49210
51377,50538
52706,51891
54138,53266
