TO,IC
3018,2166
4314,3531
5603,4810
6958,6096
8240,7432
9586,8715
10865,10062
12168,11380
13483,12677
14772,13974
16073,15264
17435,16596
18733,17917
20022,19216
21357,20520
22709,21857
24097,23252
25431,24587
26830,25953
28229,27367
29617,28760
30950,30139
32248,31455
33520,32745
34857,34041
36114,35356
37439,36622
38699,37918
39997,39196
41349,40525
42650,41855
43946,43138
45200,44403
46493,45705
47818,46998
49126,48325
50415,49615
51739,50920
53039,52238
54264,53500
55574,54746
56916,56095
58269,57429
59636,58776
60925,60112
62265,61439
63600,62776
64908,64099
66195,65408
67441,66677
68766,67947
70107,69279
71404,70601
72799,71926
