TO,IC
3949,3106
5316,4508
6660,5902
7928,7196
9262,8500
10512,9806
11806,11052
13089,12350
14394,13616
15657,14924
16938,16202
18030,17427
19111,18529
20166,19582
21217,20623
22282,21697
23299,22738
24313,23743
25326,24769
26355,25775
27383,26805
28386,27841
29398,28838
30427,29849
31453,30867
32376,31871
33324,32817
34248,33735
35184,34680
36093,35587
37012,36510
37983,37460
38892,38393
39822,39326
40772,40256
41737,41151
42841,42247
43995,43316
45131,44484
46259,45620
47352,46717
48448,47826
49571,48937
50730,50052
51995,51244
53316,52546
54630,53820
55915,55134
57250,56450
58572,57753
59916,59124
61252,60465
62622,61784
