TO,IC
3446,2722
4413,3777
5461,4815
6465,5854
7510,6873
8557,7887
9541,8908
10561,9920
11549,10928
12578,11942
13678,12970
14724,13990
15651,15021
16706,16035
17665,17043
18784,18083
19746,19099
20832,20132
21760,21143
22804,22150
23848,23194
24879,24238
25912,25282
26975,26301
28047,27327
29035,28374
30107,29415
31082,30436
32160,31476
33187,32529
34230,33573
35240,34584
36276,35639
37339,36686
38370,37725
39417,38756
40507,39790
41497,40861
42577,41898
43634,42950
