TO,IC
4134,3261
5469,4660
6827,6010
8174,7374
9573,8782
10929,10158
12280,11515
13689,12906
15063,14285
16482,15651
17641,16982
18787,18144
19982,19316
21128,20483
22259,21608
23377,22750
24503,23877
25628,24979
26776,26134
27936,27268
28957,28395
29948,29409
30951,30403
31925,31402
32901,32370
33899,33353
34865,34334
35836,35298
36815,36269
37787,37242
38745,38215
39687,39163
40638,40115
41715,41074
42820,42167
43946,43271
45105,44438
46232,45565
47359,46690
48501,47839
49607,48970
50768,50094
52268,51393
53760,52894
55222,54378
56715,55832
58180,57309
59604,58774
61095,60229
62651,61720
