TO,IC
3056,2429
4114,3530
5197,4603
6331,5718
7457,6836
8547,7947
9627,9019
10732,10122
11826,11228
12953,12338
14066,13451
15128,14548
16242,15610
17353,16725
18441,17833
19515,18922
20568,19991
21637,21040
22724,22118
23833,23232
24884,24313
25941,25357
27012,26428
28112,27490
29168,28575
30216,29623
31298,30711
32344,31759
33404,32823
34473,33882
35558,34974
36598,36025
37657,37069
38745,38153
39839,39233
40879,40292
41931,41338
42974,42385
44006,43441
45037,44482
46087,45503
47134,46550
48193,47593
49241,48673
50312,49730
51390,50800
52475,51877
