TO,IC
3949,3106
5316,4508
6660,5902
7928,7196
9262,8500
10512,9806
11806,11052
13089,12350
14394,13616
15657,14924
16466,16202
16938,17427
18030,18529
19111,19582
20166,20623
21217,21697
22282,22738
23299,23743
24313,24769
25326,25775
26355,26805
27383,27841
28386,28838
29398,29849
30427,30867
31453,31871
32376,32817
33324,33735
34248,34680
35184,35587
36093,36510
37012,37460
37983,38393
38892,39326
39822,40256
40772,41151
41737,42247
42841,43316
43995,44484
45131,45620
46259,46717
47352,47826
48448,48937
49571,50052
50730,51244
51995,52546
53316,53820
54630,55134
55915,56450
57250,57753
58572,59124
59916,60465
61252,61784
62622,
