TO,IC
2022.0,1806.0
2626.0,2572.0
2959.0,3501.0
3524.0,4694.0
3864.0,5535.0
4415.0,6392.0
4717.0,7258.0
5250.0,7938.0
5658.0,8561.0
6083.0,9774.0
6430.0,10468.0
6698.0,11461.0
6964.0,12149.0
7289.0,13006.0
7737.0,13580.0
8130.0,14100.0
8971.0,14693.0
9434.0,15266.0
9805.0,15781.0
10322.0,16622.0
10636.0,17501.0
11114.0,18134.0
11491.0,18725.0
12342.0,19280.0
12905.0,20053.0
13188.0,20563.0
13728.0,21336.0
14116.0,21889.0
14584.0,22764.0
14954.0,23646.0
15406.0,24519.0
15697.0,25381.0
16169.0,26248.0
16553.0,27146.0
17057.0,27968.0
17409.0,28588.0
17980.0,29119.0
18408.0,29678.0
18864.0,30454.0
19204.0,30979.0
19766.0,31731.0
20115.0,32290.0
20547.0,32880.0
20935.0,33443.0
21500.0,34008.0
21811.0,34870.0
22686.0,35770.0
23561.0,36400.0
24039.0,36977.0
24434.0,37536.0
24963.0,38789.0
25304.0,
25861.0,
26163.0,
26713.0,
27022.0,
27571.0,
27883.0,
28439.0,
28734.0,
29277.0,
29602.0,
30128.0,
30477.0,
31408.0,
31879.0,
32205.0,
33073.0,
33590.0,
33931.0,
34461.0,
34786.0,
35374.0,
35685.0,
36570.0,
37141.0,
37451.0,
37921.0,
38348.0,
38914.0,
