TO,IC
4446.0,2598.0
5545.0,3752.0
6647.0,4895.0
10006.0,5996.0
11098.0,7104.0
13317.0,8218.0
14409.0,9317.0
15479.0,10416.0
16563.0,11546.0
18720.0,12653.0
20513.0,13734.0
20957.0,14820.0
22013.0,15900.0
23126.0,16983.0
24235.0,18059.0
25331.0,19162.0
26458.0,20285.0
27545.0,21376.0
28655.0,22446.0
29731.0,23571.0
30819.0,24663.0
31914.0,25782.0
33005.0,26876.0
34107.0,27981.0
35221.0,29072.0
36309.0,30132.0
37409.0,31242.0
39609.0,32332.0
40694.0,33439.0
41796.0,34541.0
42855.0,35640.0
43945.0,36744.0
45015.0,37836.0
47200.0,38940.0
48287.0,40036.0
49375.0,41129.0
49643.0,42207.0
50481.0,43286.0
52768.0,44373.0
,45431.0
,46533.0
,47621.0
,48718.0
,49810.0
,50915.0
,52054.0
