TO,IC
2206.0,1742.0
3366.0,2707.0
4519.0,3865.0
5688.0,5045.0
6846.0,6205.0
7982.0,7347.0
9131.0,8507.0
10003.0,9637.0
10262.0,10771.0
11388.0,11880.0
12507.0,12990.0
13600.0,14114.0
14732.0,15255.0
15878.0,16377.0
17005.0,17496.0
18113.0,18606.0
19220.0,19704.0
20307.0,20783.0
21412.0,21902.0
22513.0,23029.0
23648.0,24156.0
24798.0,25314.0
25920.0,26412.0
27014.0,27540.0
28149.0,28647.0
29274.0,29798.0
30434.0,30943.0
31554.0,32052.0
32662.0,33163.0
33765.0,34259.0
34878.0,35379.0
35999.0,36508.0
37150.0,37652.0
38248.0,38756.0
39353.0,39864.0
40476.0,40967.0
41584.0,42083.0
42701.0,43203.0
43829.0,44345.0
44978.0,45505.0
46132.0,46638.0
47273.0,47788.0
48405.0,48896.0
49505.0,49987.0
50604.0,51095.0
51722.0,52220.0
52863.0,53377.0
54002.0,54508.0
55113.0,55610.0
56238.0,56737.0
57128.0,57950.0
57419.0,60007.0
58703.0,
