TO,IC
3018.0,2166.0
4314.0,3531.0
10865.0,4810.0
12168.0,6096.0
16073.0,7432.0
22709.0,8715.0
24097.0,10062.0
26830.0,11380.0
28229.0,12677.0
28721.0,13974.0
30950.0,15264.0
33520.0,16596.0
36114.0,17917.0
37439.0,19216.0
38699.0,20520.0
40016.0,21857.0
41349.0,23252.0
42650.0,24587.0
43946.0,25953.0
45200.0,27367.0
46493.0,28760.0
47818.0,30139.0
48567.0,31455.0
49126.0,32745.0
50415.0,34041.0
51739.0,35356.0
54264.0,36622.0
55574.0,37918.0
56916.0,39196.0
58269.0,40525.0
60925.0,41855.0
62265.0,43138.0
63600.0,44403.0
66195.0,45705.0
67441.0,46998.0
68766.0,48325.0
71404.0,49615.0
72799.0,50920.0
,52238.0
,53500.0
,54746.0
,56095.0
,57429.0
,58776.0
,60112.0
,61439.0
,62776.0
,64099.0
,65408.0
,66677.0
,67947.0
,69279.0
,70601.0
,71926.0
