TO,IC
1959.0,1609.0
2762.0,2463.0
3741.0,3236.0
4689.0,4420.0
5652.0,5370.0
6603.0,6398.0
7566.0,7133.0
8530.0,8073.0
9485.0,9975.0
10426.0,11115.0
11391.0,11875.0
12372.0,12799.0
13312.0,13785.0
14265.0,14755.0
15213.0,16625.0
16150.0,17554.0
16437.0,18700.0
17074.0,20605.0
18017.0,21320.0
18982.0,22277.0
19925.0,23206.0
20884.0,24164.0
21825.0,25115.0
22773.0,26086.0
23734.0,27060.0
24671.0,27997.0
25638.0,28957.0
26615.0,29896.0
27566.0,30853.0
28508.0,31810.0
28894.0,32759.0
29468.0,33704.0
30410.0,34656.0
31366.0,35614.0
32332.0,36582.0
33267.0,37547.0
34211.0,38519.0
35171.0,39492.0
36137.0,40458.0
37101.0,40980.0
38073.0,41891.0
39047.0,42411.0
40021.0,42949.0
40988.0,43948.0
41970.0,
43005.0,
46397.0,
