TO,IC
1164.0,639.0
2307.0,1765.0
3291.0,2789.0
4253.0,3726.0
5193.0,4704.0
6132.0,5233.0
7086.0,5763.0
8062.0,6465.0
9044.0,7228.0
9990.0,8102.0
10959.0,8618.0
11923.0,9479.0
12877.0,10440.0
13847.0,11418.0
14819.0,12366.0
15763.0,13338.0
16719.0,14308.0
17661.0,15262.0
18600.0,16213.0
19550.0,17166.0
20481.0,18106.0
21412.0,19049.0
22353.0,19985.0
23297.0,20909.0
24246.0,21854.0
25187.0,22793.0
26158.0,23748.0
27087.0,24684.0
28020.0,25640.0
28974.0,26589.0
29928.0,27516.0
30879.0,28462.0
31809.0,29417.0
32742.0,30378.0
33682.0,31299.0
34609.0,32230.0
35554.0,33170.0
36485.0,34113.0
37410.0,34822.0
38351.0,35967.0
39296.0,36691.0
40260.0,37616.0
41191.0,38573.0
42123.0,39502.0
43068.0,40465.0
43993.0,41388.0
44960.0,42329.0
,43275.0
,44191.0
,45365.0
