TO,IC
4178.0,2230.0
5294.0,3452.0
7537.0,4609.0
8628.0,5733.0
9758.0,6857.0
10867.0,7965.0
13086.0,9071.0
14195.0,10188.0
14839.0,11288.0
16396.0,12413.0
17022.0,13519.0
18616.0,14614.0
19719.0,15717.0
20821.0,16821.0
21928.0,17930.0
23042.0,19034.0
24141.0,20134.0
25268.0,21239.0
26430.0,22331.0
30952.0,23468.0
32053.0,24553.0
35338.0,25688.0
37509.0,26841.0
38626.0,27972.0
40861.0,29097.0
44176.0,30248.0
45291.0,31374.0
,32471.0
,33570.0
,34673.0
,35748.0
,36846.0
,37944.0
,39068.0
,40180.0
,41287.0
,42408.0
,43498.0
,44595.0
,45709.0
