TO,IC
718.0,1123.0
1897.0,1889.0
3061.0,2405.0
4236.0,3053.0
4871.0,3564.0
5367.0,4708.0
6052.0,5360.0
6564.0,5880.0
7035.0,6878.0
7646.0,7615.0
8283.0,8119.0
8701.0,9077.0
9799.0,10247.0
10472.0,11363.0
10898.0,12459.0
11519.0,13469.0
12028.0,14072.0
13029.0,15002.0
13632.0,15792.0
13988.0,16396.0
14559.0,17163.0
14994.0,17762.0
15815.0,18687.0
16412.0,19602.0
16737.0,20502.0
17343.0,21417.0
17669.0,22022.0
18220.0,22563.0
18679.0,23113.0
19510.0,23724.0
20044.0,24264.0
20418.0,24806.0
20999.0,25558.0
21324.0,26261.0
21872.0,26770.0
22285.0,27329.0
23036.0,28111.0
23576.0,29090.0
23979.0,29685.0
24420.0,30219.0
24737.0,30769.0
25279.0,31563.0
25573.0,32144.0
26417.0,33045.0
26919.0,33569.0
27345.0,34072.0
27823.0,35119.0
28134.0,35755.0
28666.0,37119.0
29006.0,37776.0
29848.0,38323.0
30368.0,39172.0
30692.0,39709.0
31176.0,40475.0
31578.0,41335.0
32152.0,42720.0
32598.0,43821.0
33585.0,45285.0
34173.0,46131.0
34623.0,47373.0
35662.0,48675.0
36244.0,49543.0
36661.0,
37384.0,
37684.0,
38683.0,
39771.0,
40728.0,
41573.0,
41927.0,
43060.0,
44182.0,
45386.0,
46557.0,
47466.0,
47784.0,
48961.0,
49550.0,
49910.0,
