TO,IC
1123.0,2326.0
1741.0,3424.0
2938.0,4422.0
3641.0,5388.0
3977.0,6175.0
4966.0,7349.0
5527.0,7980.0
5942.0,8962.0
6213.0,9912.0
6923.0,10878.0
7193.0,11763.0
7496.0,12826.0
8478.0,13803.0
9465.0,14665.0
9935.0,15193.0
10933.0,15718.0
11382.0,16676.0
12384.0,17182.0
12849.0,17995.0
13702.0,18940.0
14689.0,19561.0
15145.0,20843.0
16691.0,21466.0
17205.0,22419.0
17568.0,23263.0
18159.0,23845.0
18514.0,24643.0
19104.0,25595.0
19476.0,26548.0
20067.0,27068.0
20424.0,28137.0
21031.0,29406.0
21373.0,30035.0
21885.0,31233.0
22458.0,31818.0
22893.0,33053.0
23286.0,33553.0
23837.0,34161.0
24224.0,35107.0
24823.0,36085.0
25187.0,36785.0
25782.0,38081.0
26130.0,38687.0
26742.0,39872.0
27083.0,40379.0
27711.0,41142.0
28045.0,41831.0
28604.0,42555.0
28990.0,44021.0
29615.0,44876.0
29949.0,45930.0
30903.0,46637.0
31477.0,47760.0
31841.0,
32399.0,
32786.0,
33737.0,
34294.0,
34689.0,
35294.0,
35636.0,
36582.0,
37125.0,
37530.0,
38096.0,
38476.0,
38949.0,
39633.0,
39990.0,
40410.0,
41365.0,
42375.0,
43304.0,
43796.0,
44292.0,
44852.0,
45271.0,
45923.0,
46449.0,
47021.0,
