TO,IC
5826,3042
7459,4786
8623,6450
9025,8010
10510,9546
11962,11013
13336,12442
14769,13848
16172,15272
17532,16652
20389,18075
23083,19525
24377,20893
25726,22244
27012,23558
31071,24860
32378,26201
41457,27515
42771,28837
45363,30212
47946,31528
49246,32858
50555,34188
53169,35458
54036,36801
55622,38078
56882,39350
58164,40629
60653,41915
61931,43267
68333,44538
69677,45828
,47106
,48419
,49719
,51036
,52332
,53607
,54835
,56081
,57349
,58617
,59875
,61102
,62389
,63696
,64976
,66257
,67524
,68828
,70143
