TO,IC
1689.0,3026.0
2726.0,5376.0
3057.0,6490.0
4286.0,7646.0
5461.0,8772.0
6575.0,9863.0
7732.0,10979.0
8857.0,11750.0
9438.0,13173.0
9986.0,14246.0
11101.0,15330.0
12222.0,16406.0
13326.0,17267.0
14376.0,18326.0
14832.0,19604.0
15455.0,20708.0
15894.0,21464.0
16483.0,22855.0
17607.0,24997.0
18264.0,28266.0
18683.0,29334.0
19689.0,30387.0
20201.0,32563.0
21237.0,33650.0
22049.0,35184.0
22935.0,36248.0
23431.0,37327.0
24004.0,38361.0
24469.0,38958.0
25051.0,39462.0
26089.0,40493.0
27274.0,41565.0
27670.0,42248.0
28274.0,42769.0
28754.0,43713.0
29434.0,44319.0
30788.0,44825.0
31555.0,45390.0
31942.0,45897.0
32633.0,46955.0
33074.0,48018.0
33750.0,49091.0
34130.0,50157.0
34726.0,51119.0
35215.0,52308.0
35844.0,53344.0
36923.0,53981.0
37357.0,54493.0
37966.0,55058.0
38400.0,55585.0
39027.0,56173.0
39462.0,56747.0
40089.0,
40485.0,
41144.0,
41604.0,
42667.0,
43450.0,
43751.0,
44525.0,
44825.0,
45592.0,
45889.0,
46565.0,
46986.0,
47621.0,
48042.0,
48814.0,
49130.0,
49746.0,
50188.0,
50952.0,
51253.0,
51913.0,
53399.0,
54168.0,
54493.0,
55073.0,
55600.0,
56273.0,
60207.0,
