

GRT01_fast_01.csv


GRT01_med_01.csv

time: current_time:  3109.0 ; first_zero:  False ; second_zero:  True ; current_point:  -96.81 ; prev_point:  -101.29


time: current_time:  3117.0 ; first_zero:  False ; second_zero:  True ; current_point:  -98.98 ; prev_point:  -96.81


time: current_time:  3124.0 ; first_zero:  False ; second_zero:  True ; current_point:  -102.27 ; prev_point:  -98.98


time: current_time:  3132.0 ; first_zero:  False ; second_zero:  True ; current_point:  -103.6 ; prev_point:  -102.27


time: current_time:  3140.0 ; first_zero:  False ; second_zero:  True ; current_point:  -110.53 ; prev_point:  -103.6


time: current_time:  3148.0 ; first_zero:  False ; second_zero:  True ; current_point:  -111.58 ; prev_point:  -110.53


time: current_time:  3156.0 ; first_zero:  False ; second_zero:  True ; current_point:  -105.7 ; prev_point:  -111.58


